Site,Date,EnteroCount,FourDayRainTotal,SampleCount
Cedar Pond Brook,6/20/07,16,0.4,47
Cedar Pond Brook,5/21/07,7,0.2,47
Cedar Pond Brook,4/25/07,33,0,47
Cedar Pond Brook,12/6/06,75,0,47
Cedar Pond Brook,10/20/06,126,1.6,47
Cedar Pond Brook,8/15/13,10,1.1,47
Cedar Pond Brook,10/13/10,10,0.3,47
Cedar Pond Brook,10/17/13,31,0,47
Cedar Pond Brook,9/19/13,41,0,47
Cedar Pond Brook,7/18/13,10,0,47
Cedar Pond Brook,6/20/13,10,0.5,47
Cedar Pond Brook,5/30/13,10,0.4,47
Cedar Pond Brook,10/11/12,10,0.1,47
Cedar Pond Brook,5/22/10,10,0,47
Cedar Pond Brook,8/14/12,30,0,47
Cedar Pond Brook,7/17/12,10,0.2,47
Cedar Pond Brook,6/12/12,10,0.5,47
Cedar Pond Brook,5/16/12,10,0.6,47
Cedar Pond Brook,10/20/11,650,0.1,47
Cedar Pond Brook,9/15/11,2723,0,47
Cedar Pond Brook,8/17/11,31,3.4,47
Cedar Pond Brook,7/18/11,10,0,47
Cedar Pond Brook,6/28/11,10,0,47
Cedar Pond Brook,5/17/11,3654,2,47
Cedar Pond Brook,9/12/10,228,0,47
Cedar Pond Brook,8/18/10,10,0.5,47
Cedar Pond Brook,7/22/10,563,1.5,47
Cedar Pond Brook,9/15/09,10,0,47
Cedar Pond Brook,6/16/10,10,0,47
Cedar Pond Brook,9/11/12,10,1.4,47
Haverstraw Bay mid-channel,5/16/12,10,0.6,48
Haverstraw Bay mid-channel,9/15/09,10,0,48
Haverstraw Bay mid-channel,10/20/09,10,0,48
Haverstraw Bay mid-channel,5/22/10,10,0,48
Haverstraw Bay mid-channel,6/16/10,20,0,48
Haverstraw Bay mid-channel,7/22/10,10,1.5,48
Haverstraw Bay mid-channel,8/18/10,10,0.5,48
Haverstraw Bay mid-channel,9/12/10,20,0,48
Haverstraw Bay mid-channel,10/13/10,10,0.3,48
Haverstraw Bay mid-channel,5/17/11,31,2,48
Haverstraw Bay mid-channel,6/28/11,10,0,48
Haverstraw Bay mid-channel,7/18/11,10,0,48
Haverstraw Bay mid-channel,8/17/11,10,3.4,48
Haverstraw Bay mid-channel,9/15/11,72,0,48
Haverstraw Bay mid-channel,10/20/11,10,0.1,48
Haverstraw Bay mid-channel,10/17/13,10,0,48
Haverstraw Bay mid-channel,9/19/13,10,0,48
Haverstraw Bay mid-channel,8/15/13,10,1.1,48
Haverstraw Bay mid-channel,7/18/13,10,0,48
Haverstraw Bay mid-channel,6/8/09,10,0.8,48
Haverstraw Bay mid-channel,8/21/09,10,0,48
Haverstraw Bay mid-channel,7/29/09,10,0.8,48
Haverstraw Bay mid-channel,6/23/09,10,0.7,48
Haverstraw Bay mid-channel,5/13/09,6,0,48
Haverstraw Bay mid-channel,10/21/08,10,0,48
Haverstraw Bay mid-channel,9/23/08,10,0,48
Haverstraw Bay mid-channel,8/21/08,10,0,48
Haverstraw Bay mid-channel,7/15/08,10,1.1,48
Haverstraw Bay mid-channel,6/25/08,86,0.1,48
Haverstraw Bay mid-channel,6/16/08,5,1.7,48
Haverstraw Bay mid-channel,5/20/08,6,0.3,48
Haverstraw Bay mid-channel,9/9/07,10,0,48
Haverstraw Bay mid-channel,8/23/07,10,1.4,48
Haverstraw Bay mid-channel,7/16/07,66,0,48
Haverstraw Bay mid-channel,6/28/07,9,0.7,48
Haverstraw Bay mid-channel,6/20/07,5,0.4,48
Haverstraw Bay mid-channel,5/21/07,10,0.2,48
Haverstraw Bay mid-channel,8/14/12,10,0,48
Haverstraw Bay mid-channel,7/17/12,10,0.2,48
Haverstraw Bay mid-channel,6/12/12,10,0.5,48
Haverstraw Bay mid-channel,9/19/06,4,0,48
Haverstraw Bay mid-channel,10/11/12,10,0.1,48
Haverstraw Bay mid-channel,10/20/06,16,1.6,48
Haverstraw Bay mid-channel,12/6/06,58,0,48
Haverstraw Bay mid-channel,4/25/07,164,0,48
Haverstraw Bay mid-channel,9/11/12,10,1.4,48
Haverstraw Bay mid-channel,5/30/13,10,0.4,48
Haverstraw Bay mid-channel,6/20/13,10,0.5,48
Emeline Beach- Haverstraw,10/20/09,10,0,38
Emeline Beach- Haverstraw,6/16/08,12,1.7,38
Emeline Beach- Haverstraw,6/25/08,31,0.1,38
Emeline Beach- Haverstraw,7/15/08,9,1.1,38
Emeline Beach- Haverstraw,9/23/08,10,0,38
Emeline Beach- Haverstraw,10/21/08,10,0,38
Emeline Beach- Haverstraw,5/13/09,5,0,38
Emeline Beach- Haverstraw,6/8/09,10,0.8,38
Emeline Beach- Haverstraw,6/23/09,10,0.7,38
Emeline Beach- Haverstraw,7/29/09,10,0.8,38
Emeline Beach- Haverstraw,8/21/09,10,0,38
Emeline Beach- Haverstraw,9/15/09,10,0,38
Emeline Beach- Haverstraw,5/20/08,14,0.6,38
Emeline Beach- Haverstraw,5/22/10,10,0,38
Emeline Beach- Haverstraw,6/16/10,10,0,38
Emeline Beach- Haverstraw,7/22/10,20,1.5,38
Emeline Beach- Haverstraw,8/18/10,10,0.5,38
Emeline Beach- Haverstraw,9/12/10,20,0,38
Emeline Beach- Haverstraw,10/13/10,10,0.3,38
Emeline Beach- Haverstraw,5/17/11,10462,2,38
Emeline Beach- Haverstraw,6/28/11,20,0,38
Emeline Beach- Haverstraw,7/18/11,10,0,38
Emeline Beach- Haverstraw,8/17/11,10,3.4,38
Emeline Beach- Haverstraw,9/15/11,41,0,38
Emeline Beach- Haverstraw,10/17/13,20,0,38
Emeline Beach- Haverstraw,5/16/12,10,0.6,38
Emeline Beach- Haverstraw,6/12/12,10,0.5,38
Emeline Beach- Haverstraw,7/17/12,10,0.2,38
Emeline Beach- Haverstraw,8/14/12,10,0,38
Emeline Beach- Haverstraw,9/11/12,10,1.4,38
Emeline Beach- Haverstraw,10/11/12,10,0.1,38
Emeline Beach- Haverstraw,5/30/13,10,0.4,38
Emeline Beach- Haverstraw,6/20/13,10,0.5,38
Emeline Beach- Haverstraw,7/18/13,10,0,38
Emeline Beach- Haverstraw,8/15/13,10,1.1,38
Emeline Beach- Haverstraw,9/19/13,148,0,38
Emeline Beach- Haverstraw,10/20/11,275,0.1,38
Emeline Beach- Haverstraw,8/21/08,10,0,38
Croton Point Beach,8/22/09,20,1.2,48
Croton Point Beach,9/19/06,2,0,48
Croton Point Beach,10/20/06,10,1.6,48
Croton Point Beach,12/6/06,16,0,48
Croton Point Beach,4/25/07,17,0,48
Croton Point Beach,5/21/07,4,0.2,48
Croton Point Beach,6/20/07,10,0.4,48
Croton Point Beach,7/16/07,3,0,48
Croton Point Beach,8/23/07,10,1.4,48
Croton Point Beach,9/9/07,2,0,48
Croton Point Beach,5/20/08,35,0.3,48
Croton Point Beach,6/16/08,11,1.7,48
Croton Point Beach,6/25/08,20,0.1,48
Croton Point Beach,7/15/08,10,1.1,48
Croton Point Beach,8/21/08,10,0,48
Croton Point Beach,9/23/08,10,0,48
Croton Point Beach,10/21/08,10,0,48
Croton Point Beach,5/13/09,10,0,48
Croton Point Beach,6/8/09,10,0.8,48
Croton Point Beach,6/23/09,10,0.7,48
Croton Point Beach,7/29/09,10,0.2,48
Croton Point Beach,8/21/09,10,0,48
Croton Point Beach,7/18/13,10,0,48
Croton Point Beach,9/15/09,10,0,48
Croton Point Beach,10/20/09,10,0,48
Croton Point Beach,5/22/10,10,0,48
Croton Point Beach,6/16/10,10,0,48
Croton Point Beach,7/22/10,41,1.5,48
Croton Point Beach,8/18/10,10,0.5,48
Croton Point Beach,9/12/10,10,0,48
Croton Point Beach,10/13/10,10,0.3,48
Croton Point Beach,5/17/11,169,2,48
Croton Point Beach,6/28/11,10,0,48
Croton Point Beach,7/18/11,10,0,48
Croton Point Beach,8/17/11,10,3.4,48
Croton Point Beach,9/15/11,31,0,48
Croton Point Beach,10/20/11,31,0.1,48
Croton Point Beach,5/16/12,10,0.6,48
Croton Point Beach,6/12/12,10,0.5,48
Croton Point Beach,7/17/12,10,0.2,48
Croton Point Beach,8/14/12,10,0,48
Croton Point Beach,9/11/12,10,1.4,48
Croton Point Beach,10/11/12,10,0.1,48
Croton Point Beach,5/30/13,10,0.4,48
Croton Point Beach,6/20/13,10,0.5,48
Croton Point Beach,8/15/13,10,1.1,48
Croton Point Beach,9/19/13,10,0,48
Croton Point Beach,10/17/13,10,0,48
Ossining Beach,8/15/13,41,1.1,47
Ossining Beach,8/23/07,48,1.4,47
Ossining Beach,9/9/07,10,0,47
Ossining Beach,5/20/08,2420,0.3,47
Ossining Beach,6/16/08,6,1.7,47
Ossining Beach,6/25/08,1483,0.1,47
Ossining Beach,7/15/08,10,1.1,47
Ossining Beach,8/21/08,10,0,47
Ossining Beach,9/23/08,10,0,47
Ossining Beach,10/21/08,41,0,47
Ossining Beach,5/13/09,10,0,47
Ossining Beach,6/8/09,10,0.8,47
Ossining Beach,6/23/09,20,1.1,47
Ossining Beach,7/29/09,10,0.2,47
Ossining Beach,8/21/09,10,0,47
Ossining Beach,9/15/09,10,0,47
Ossining Beach,7/16/07,6,0,47
Ossining Beach,5/22/10,10,0,47
Ossining Beach,6/16/10,10,0,47
Ossining Beach,7/22/10,441,1.5,47
Ossining Beach,10/20/09,10,0,47
Ossining Beach,8/18/10,10,0.5,47
Ossining Beach,9/12/10,10,0,47
Ossining Beach,10/13/10,10,0.3,47
Ossining Beach,5/17/11,4611,2,47
Ossining Beach,7/18/11,10,0,47
Ossining Beach,8/17/11,10,3.4,47
Ossining Beach,9/15/11,31,0,47
Ossining Beach,10/20/11,63,0.1,47
Ossining Beach,5/16/12,10,0.6,47
Ossining Beach,6/12/12,20,0.5,47
Ossining Beach,7/17/12,10,0.2,47
Ossining Beach,6/20/07,11,0.4,47
Ossining Beach,9/11/12,10,1.4,47
Ossining Beach,10/11/12,20,0.1,47
Ossining Beach,5/30/13,10,0.4,47
Ossining Beach,6/20/13,10,0.5,47
Ossining Beach,7/18/13,10,0,47
Ossining Beach,6/28/11,63,0,47
Ossining Beach,4/25/07,43,0,47
Ossining Beach,9/19/13,10,0,47
Ossining Beach,5/21/07,13,0.2,47
Ossining Beach,10/17/13,10,0,47
Ossining Beach,9/19/06,2,0,47
Ossining Beach,10/20/06,15,1.6,47
Ossining Beach,12/6/06,69,0,47
Ossining Beach,8/14/12,10,0,47
Kingsland Pt. Park- Pocantico River,7/20/08,10,0,42
Kingsland Pt. Park- Pocantico River,8/21/08,10,0,42
Kingsland Pt. Park- Pocantico River,9/7/08,627,4.8,42
Kingsland Pt. Park- Pocantico River,10/21/08,10,0,42
Kingsland Pt. Park- Pocantico River,5/13/09,10,0,42
Kingsland Pt. Park- Pocantico River,6/6/09,10,1.6,42
Kingsland Pt. Park- Pocantico River,6/23/09,31,0.7,42
Kingsland Pt. Park- Pocantico River,7/29/09,10,0.2,42
Kingsland Pt. Park- Pocantico River,8/21/09,10,0,42
Kingsland Pt. Park- Pocantico River,8/22/09,8664,1.2,42
Kingsland Pt. Park- Pocantico River,9/15/09,10,0,42
Kingsland Pt. Park- Pocantico River,10/20/09,10,0,42
Kingsland Pt. Park- Pocantico River,5/22/10,10,0,42
Kingsland Pt. Park- Pocantico River,6/16/10,10,0,42
Kingsland Pt. Park- Pocantico River,7/22/10,939,1.5,42
Kingsland Pt. Park- Pocantico River,8/18/10,52,0.5,42
Kingsland Pt. Park- Pocantico River,9/12/10,10,0,42
Kingsland Pt. Park- Pocantico River,10/13/10,20,0.3,42
Kingsland Pt. Park- Pocantico River,5/17/11,24196,2,42
Kingsland Pt. Park- Pocantico River,6/28/11,171,0,42
Kingsland Pt. Park- Pocantico River,7/18/11,10,0,42
Kingsland Pt. Park- Pocantico River,9/15/11,20,0,42
Kingsland Pt. Park- Pocantico River,11/6/11,10,0,42
Kingsland Pt. Park- Pocantico River,5/16/12,20,0.6,42
Kingsland Pt. Park- Pocantico River,6/12/12,41,0,42
Kingsland Pt. Park- Pocantico River,7/14/12,10,0,42
Kingsland Pt. Park- Pocantico River,7/17/12,10,0.2,42
Kingsland Pt. Park- Pocantico River,8/4/12,10,0.1,42
Kingsland Pt. Park- Pocantico River,8/14/12,10,0,42
Kingsland Pt. Park- Pocantico River,9/8/12,110,2.2,42
Kingsland Pt. Park- Pocantico River,9/11/12,295,1.4,42
Kingsland Pt. Park- Pocantico River,10/6/12,41,0.8,42
Kingsland Pt. Park- Pocantico River,10/11/12,10,0.1,42
Kingsland Pt. Park- Pocantico River,5/30/13,10,0.4,42
Kingsland Pt. Park- Pocantico River,6/20/13,10,0.5,42
Kingsland Pt. Park- Pocantico River,7/18/13,122,0,42
Kingsland Pt. Park- Pocantico River,8/15/13,2481,1.1,42
Kingsland Pt. Park- Pocantico River,9/19/13,10,0,42
Kingsland Pt. Park- Pocantico River,10/17/13,20,0,42
Kingsland Pt. Park- Pocantico River,10/20/11,20,0.1,42
Kingsland Pt. Park- Pocantico River,8/6/08,30,1.6,42
Kingsland Pt. Park- Pocantico River,8/17/11,10,3.4,42
Nyack Launch Ramp,12/5/11,10,0,61
Nyack Launch Ramp,10/17/13,341,0,61
Nyack Launch Ramp,9/19/13,30,0,61
Nyack Launch Ramp,8/15/13,20,1.1,61
Nyack Launch Ramp,7/18/13,10,0,61
Nyack Launch Ramp,6/20/13,10,0.5,61
Nyack Launch Ramp,5/30/13,10,0.4,61
Nyack Launch Ramp,12/10/12,301,0.6,61
Nyack Launch Ramp,11/8/12,364,0.1,61
Nyack Launch Ramp,11/6/12,41,0,61
Nyack Launch Ramp,10/11/12,31,0.1,61
Nyack Launch Ramp,9/11/12,10,1.4,61
Nyack Launch Ramp,8/14/12,10,0,61
Nyack Launch Ramp,7/17/12,10,0.2,61
Nyack Launch Ramp,6/12/12,98,0,61
Nyack Launch Ramp,5/16/12,10,0.6,61
Nyack Launch Ramp,4/9/12,10,0,61
Nyack Launch Ramp,3/5/12,63,0.2,61
Nyack Launch Ramp,2/6/12,216,0,61
Nyack Launch Ramp,1/3/12,613,0.1,61
Nyack Launch Ramp,6/16/08,214,1.7,61
Nyack Launch Ramp,11/7/11,10,0,61
Nyack Launch Ramp,10/20/11,121,0.1,61
Nyack Launch Ramp,9/15/11,41,0,61
Nyack Launch Ramp,8/17/11,10,3.4,61
Nyack Launch Ramp,7/18/11,10,0,61
Nyack Launch Ramp,6/28/11,10,0,61
Nyack Launch Ramp,6/2/11,30,0.2,61
Nyack Launch Ramp,5/17/11,663,2,61
Nyack Launch Ramp,5/2/11,20,0.4,61
Nyack Launch Ramp,4/4/11,31,0.2,61
Nyack Launch Ramp,3/7/11,767,2.3,61
Nyack Launch Ramp,2/7/11,238,0.4,61
Nyack Launch Ramp,1/3/11,218,0.1,61
Nyack Launch Ramp,12/6/10,122,0,61
Nyack Launch Ramp,11/8/10,63,0,61
Nyack Launch Ramp,10/13/10,73,0.3,61
Nyack Launch Ramp,9/12/10,30,0,61
Nyack Launch Ramp,8/18/10,10,0.5,61
Nyack Launch Ramp,8/10/10,41,0,61
Nyack Launch Ramp,6/23/09,10,0.7,61
Nyack Launch Ramp,6/28/10,73,0,61
Nyack Launch Ramp,6/16/10,30,0,61
Nyack Launch Ramp,5/22/10,10,0,61
Nyack Launch Ramp,5/10/10,75,0.1,61
Nyack Launch Ramp,4/6/10,74,0,61
Nyack Launch Ramp,3/8/10,20,0,61
Nyack Launch Ramp,1/26/10,85,1.3,61
Nyack Launch Ramp,12/28/09,384,1.5,61
Nyack Launch Ramp,10/20/09,31,0,61
Nyack Launch Ramp,9/15/09,10,0,61
Nyack Launch Ramp,8/22/09,383,1.2,61
Nyack Launch Ramp,8/21/09,85,0,61
Nyack Launch Ramp,7/29/09,10,0.2,61
Nyack Launch Ramp,6/6/09,10,1.6,61
Nyack Launch Ramp,5/13/09,10,0,61
Nyack Launch Ramp,9/7/08,120,4.8,61
Nyack Launch Ramp,8/21/08,10,0,61
Nyack Launch Ramp,7/20/08,10,0,61
Nyack Launch Ramp,7/15/08,27,1.1,61
Nyack Launch Ramp,7/22/10,10,1.5,61
TZ Bridge mid-channel,10/19/08,10,0,57
TZ Bridge mid-channel,5/19/08,10,1.2,57
TZ Bridge mid-channel,9/15/11,20,0,57
TZ Bridge mid-channel,8/17/11,10,3.4,57
TZ Bridge mid-channel,7/18/11,10,0,57
TZ Bridge mid-channel,6/28/11,10,0,57
TZ Bridge mid-channel,5/17/11,52,2,57
TZ Bridge mid-channel,10/13/10,10,0.3,57
TZ Bridge mid-channel,9/12/10,10,0,57
TZ Bridge mid-channel,8/18/10,10,0.5,57
TZ Bridge mid-channel,7/22/10,10,1.5,57
TZ Bridge mid-channel,6/16/10,10,0,57
TZ Bridge mid-channel,5/22/10,30,0,57
TZ Bridge mid-channel,10/20/09,10,0,57
TZ Bridge mid-channel,9/15/09,10,0,57
TZ Bridge mid-channel,8/21/09,10,0,57
TZ Bridge mid-channel,7/29/09,10,0.2,57
TZ Bridge mid-channel,6/23/09,10,0.7,57
TZ Bridge mid-channel,6/6/09,10,1.6,57
TZ Bridge mid-channel,5/13/09,10,0,57
TZ Bridge mid-channel,10/21/08,10,0,57
TZ Bridge mid-channel,10/20/08,10,0,57
TZ Bridge mid-channel,9/23/08,10,0,57
TZ Bridge mid-channel,9/7/08,30,4.8,57
TZ Bridge mid-channel,8/21/08,10,0,57
TZ Bridge mid-channel,7/15/08,10,1.1,57
TZ Bridge mid-channel,6/25/08,142,0.1,57
TZ Bridge mid-channel,6/16/08,6,1.7,57
TZ Bridge mid-channel,5/20/08,16,0.3,57
TZ Bridge mid-channel,10/20/11,10,0.1,57
TZ Bridge mid-channel,5/16/08,10,0.9,57
TZ Bridge mid-channel,9/9/07,1,0,57
TZ Bridge mid-channel,9/6/07,10,0,57
TZ Bridge mid-channel,10/17/13,10,0,57
TZ Bridge mid-channel,9/19/13,10,0,57
TZ Bridge mid-channel,8/15/13,10,1.1,57
TZ Bridge mid-channel,7/18/13,20,0,57
TZ Bridge mid-channel,6/20/13,10,0.5,57
TZ Bridge mid-channel,5/30/13,10,0.4,57
TZ Bridge mid-channel,10/11/12,10,0.1,57
TZ Bridge mid-channel,9/11/12,10,1.4,57
TZ Bridge mid-channel,8/23/07,1,1.4,57
TZ Bridge mid-channel,8/14/12,10,0,57
TZ Bridge mid-channel,7/17/12,10,0.2,57
TZ Bridge mid-channel,5/16/12,10,0.6,57
TZ Bridge mid-channel,8/16/07,10,0,57
TZ Bridge mid-channel,7/16/07,3,0,57
TZ Bridge mid-channel,7/11/07,2,0,57
TZ Bridge mid-channel,6/20/07,1,0.4,57
TZ Bridge mid-channel,6/18/07,2,0,57
TZ Bridge mid-channel,5/21/07,4,0.2,57
TZ Bridge mid-channel,4/25/07,86,0,57
TZ Bridge mid-channel,4/18/07,252,8.5,57
TZ Bridge mid-channel,11/10/06,182,3.6,57
TZ Bridge mid-channel,10/18/06,1,1.1,57
TZ Bridge mid-channel,6/12/12,10,0,57
TZ Bridge mid-channel,9/26/06,1,0.1,57
Tarrytown Marina,9/15/11,86,0,27
Tarrytown Marina,10/17/13,20,0,27
Tarrytown Marina,9/19/13,10,0,27
Tarrytown Marina,8/15/13,73,1.1,27
Tarrytown Marina,7/18/13,85,0,27
Tarrytown Marina,6/20/13,41,0.5,27
Tarrytown Marina,5/30/13,20,0.4,27
Tarrytown Marina,10/11/12,389,0.1,27
Tarrytown Marina,9/11/12,10,1.4,27
Tarrytown Marina,8/14/12,10,0,27
Tarrytown Marina,7/17/12,10,0.2,27
Tarrytown Marina,6/12/12,75,0,27
Tarrytown Marina,8/6/08,3873,1.6,27
Tarrytown Marina,8/21/08,10,0,27
Tarrytown Marina,9/9/08,213,5.4,27
Tarrytown Marina,9/27/08,74,1.7,27
Tarrytown Marina,8/22/09,2310,1.2,27
Tarrytown Marina,7/22/10,3654,1.5,27
Tarrytown Marina,8/18/10,10,0.5,27
Tarrytown Marina,9/12/10,10,0,27
Tarrytown Marina,10/13/10,24196,0.3,27
Tarrytown Marina,5/16/12,31,0.6,27
Tarrytown Marina,5/17/11,24196,2,27
Tarrytown Marina,6/28/11,41,0,27
Tarrytown Marina,7/18/11,10,0,27
Tarrytown Marina,8/17/11,10,3.4,27
Tarrytown Marina,10/20/11,86,0.1,27
Piermont Pier,1/5/10,794,0,187
Piermont Pier,11/23/09,292,0.4,187
Piermont Pier,12/1/09,1234,0.2,187
Piermont Pier,12/8/09,1106,0,187
Piermont Pier,12/15/09,512,1.1,187
Piermont Pier,12/21/09,1723,0,187
Piermont Pier,12/28/09,959,1.5,187
Piermont Pier,5/21/07,14,0.2,187
Piermont Pier,1/12/10,266,0,187
Piermont Pier,1/19/10,598,0.3,187
Piermont Pier,1/26/10,573,1.3,187
Piermont Pier,2/2/10,605,0,187
Piermont Pier,2/8/10,473,0,187
Piermont Pier,2/15/10,591,0.1,187
Piermont Pier,2/22/10,1720,0,187
Piermont Pier,3/1/10,583,0.1,187
Piermont Pier,3/8/10,441,0,187
Piermont Pier,3/17/10,762,0.7,187
Piermont Pier,3/22/10,1333,1.2,187
Piermont Pier,3/29/10,3255,2,187
Piermont Pier,4/6/10,591,0,187
Piermont Pier,4/12/10,816,0.3,187
Piermont Pier,4/19/10,345,0.2,187
Piermont Pier,4/26/10,243,1.4,187
Piermont Pier,5/3/10,241,1.2,187
Piermont Pier,5/10/10,161,0.1,187
Piermont Pier,5/17/10,10,0,187
Piermont Pier,5/22/10,10,0,187
Piermont Pier,5/24/10,41,0,187
Piermont Pier,6/1/10,63,0,187
Piermont Pier,6/8/10,10,0.3,187
Piermont Pier,6/16/10,10,0,187
Piermont Pier,6/21/10,10,0,187
Piermont Pier,6/28/10,84,0,187
Piermont Pier,7/6/10,10,0,187
Piermont Pier,7/22/10,74,1.5,187
Piermont Pier,7/26/10,1479,0.8,187
Piermont Pier,8/3/10,30,0,187
Piermont Pier,8/10/10,84,0,187
Piermont Pier,8/18/10,41,0.5,187
Piermont Pier,8/24/10,860,2.3,187
Piermont Pier,8/29/10,481,0,187
Piermont Pier,9/6/10,62,0,187
Piermont Pier,9/12/10,10,0,187
Piermont Pier,9/20/10,61,0,187
Piermont Pier,9/27/10,20,0.2,187
Piermont Pier,10/4/10,171,2,187
Piermont Pier,10/13/10,10,0.3,187
Piermont Pier,10/18/10,379,0,187
Piermont Pier,10/25/10,1616,0,187
Piermont Pier,11/1/10,2755,0,187
Piermont Pier,11/8/10,4106,0,187
Piermont Pier,11/16/10,933,0,187
Piermont Pier,11/22/10,1234,0,187
Piermont Pier,11/29/10,4106,0.1,187
Piermont Pier,12/6/10,1106,0,187
Piermont Pier,12/13/10,984,1.2,187
Piermont Pier,12/20/10,546,0,187
Piermont Pier,12/29/10,1333,0.1,187
Piermont Pier,1/3/11,1607,0.1,187
Piermont Pier,1/11/11,1541,0,187
Piermont Pier,2/7/11,990,0.4,187
Piermont Pier,3/7/11,2481,2.2,187
Piermont Pier,4/4/11,327,0.2,187
Piermont Pier,5/2/11,557,0.4,187
Piermont Pier,5/17/11,189,2,187
Piermont Pier,6/2/11,10,0.2,187
Piermont Pier,10/27/09,161,0.6,187
Piermont Pier,7/18/11,10,0,187
Piermont Pier,8/17/11,10,3.4,187
Piermont Pier,9/15/11,52,0,187
Piermont Pier,10/20/11,20,0.1,187
Piermont Pier,11/7/11,262,0,187
Piermont Pier,12/5/11,465,0,187
Piermont Pier,1/3/12,1246,0.1,187
Piermont Pier,2/6/12,448,0,187
Piermont Pier,3/5/12,259,0.2,187
Piermont Pier,4/9/12,657,0,187
Piermont Pier,5/16/12,41,0.6,187
Piermont Pier,6/2/12,97,0.7,187
Piermont Pier,6/12/12,20,0,187
Piermont Pier,7/14/12,20,0,187
Piermont Pier,7/17/12,10,0.2,187
Piermont Pier,8/4/12,10,0.1,187
Piermont Pier,8/14/12,10,0,187
Piermont Pier,9/8/12,20,0.8,187
Piermont Pier,9/11/12,20,1.4,187
Piermont Pier,10/6/12,20,0.8,187
Piermont Pier,10/11/12,20,0.1,187
Piermont Pier,11/6/12,97,0,187
Piermont Pier,11/8/12,888,0.1,187
Piermont Pier,12/10/12,880,0.6,187
Piermont Pier,5/30/13,10,0.4,187
Piermont Pier,6/20/13,52,0.5,187
Piermont Pier,7/18/13,10,0,187
Piermont Pier,11/17/09,624,0,187
Piermont Pier,9/19/13,10,0,187
Piermont Pier,10/17/13,63,0,187
Piermont Pier,11/10/09,908,0,187
Piermont Pier,11/4/09,1904,0.1,187
Piermont Pier,10/20/09,364,0,187
Piermont Pier,10/13/09,41,0.1,187
Piermont Pier,10/6/09,31,0.4,187
Piermont Pier,9/29/09,20,1.2,187
Piermont Pier,9/22/09,31,0,187
Piermont Pier,9/15/09,10,0,187
Piermont Pier,9/8/09,10,0,187
Piermont Pier,8/29/09,10,1.3,187
Piermont Pier,8/22/09,144,2.6,187
Piermont Pier,8/21/09,10,0,187
Piermont Pier,7/29/09,10,0.2,187
Piermont Pier,7/19/09,10,0.1,187
Piermont Pier,7/13/09,10,0.2,187
Piermont Pier,7/6/09,10,0,187
Piermont Pier,4/18/07,1104,8.5,187
Piermont Pier,6/29/09,10,0.7,187
Piermont Pier,6/23/09,20,0.7,187
Piermont Pier,6/16/09,20,0.6,187
Piermont Pier,6/9/09,197,0.1,187
Piermont Pier,6/6/09,10,1.6,187
Piermont Pier,6/4/09,14,0.1,187
Piermont Pier,5/27/09,20,0.1,187
Piermont Pier,5/19/09,10,0.2,187
Piermont Pier,5/13/09,75,0,187
Piermont Pier,5/5/09,183,0.6,187
Piermont Pier,4/29/09,108,0,187
Piermont Pier,4/22/09,203,1.3,187
Piermont Pier,4/13/09,473,0.4,187
Piermont Pier,4/8/09,364,0.4,187
Piermont Pier,3/31/09,336,0.4,187
Piermont Pier,3/25/09,280,0,187
Piermont Pier,3/17/09,253,0,187
Piermont Pier,3/10/09,213,0.1,187
Piermont Pier,3/5/09,341,0.3,187
Piermont Pier,2/26/09,210,0,187
Piermont Pier,2/16/09,340,0,187
Piermont Pier,2/11/09,930,0,187
Piermont Pier,2/6/09,290,0,187
Piermont Pier,12/6/06,132,0,187
Piermont Pier,10/28/06,1275,2.5,187
Piermont Pier,10/18/06,1120,1.1,187
Piermont Pier,10/17/06,200,1.1,187
Piermont Pier,2/5/09,75,0.2,187
Piermont Pier,1/27/09,987,0,187
Piermont Pier,10/21/08,432,0,187
Piermont Pier,9/28/08,860,1.9,187
Piermont Pier,9/27/08,301,1.7,187
Piermont Pier,9/26/08,80,1.7,187
Piermont Pier,9/23/08,10,0,187
Piermont Pier,9/19/08,10,0,187
Piermont Pier,9/10/08,40,0.6,187
Piermont Pier,9/8/08,50,4.8,187
Piermont Pier,9/7/08,130,4.8,187
Piermont Pier,9/6/08,1620,4.8,187
Piermont Pier,9/5/08,10,0,187
Piermont Pier,8/28/08,20,0,187
Piermont Pier,8/22/08,99,0,187
Piermont Pier,8/21/08,30,0,187
Piermont Pier,8/16/08,12030,1,187
Piermont Pier,8/6/08,934,1.6,187
Piermont Pier,7/31/08,13,0,187
Piermont Pier,7/25/08,11,1.7,187
Piermont Pier,7/23/08,250,0.9,187
Piermont Pier,7/20/08,10,0,187
Piermont Pier,6/28/11,10,0,187
Piermont Pier,7/15/08,10,1.1,187
Piermont Pier,7/11/08,10,0.1,187
Piermont Pier,7/10/08,20,0.1,187
Piermont Pier,7/3/08,727,0,187
Piermont Pier,7/1/08,41,0.1,187
Piermont Pier,6/25/08,1248,0.1,187
Piermont Pier,6/20/08,5,0.6,187
Piermont Pier,6/19/08,11,1.5,187
Piermont Pier,6/9/08,4,0.2,187
Piermont Pier,5/29/08,15,0.6,187
Piermont Pier,5/20/08,31,0.3,187
Piermont Pier,5/19/08,30,1.2,187
Piermont Pier,4/25/07,333,0,187
